0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010083e-01,9.607608379252931263e-02
2.020202020202020166e-01,1.829215694373779177e-01
3.030303030303030387e-01,2.614232916399195639e-01
4.040404040404040331e-01,3.323828436245150342e-01
5.050505050505050830e-01,3.965248929878201767e-01
6.060606060606060774e-01,4.545044249490287624e-01
7.070707070707070718e-01,5.069135097681102264e-01
8.080808080808080662e-01,5.542873305142054230e-01
9.090909090909090606e-01,5.971096437799208179e-01
1.010101010101010166e+00,6.358177989982318756e-01
1.111111111111111160e+00,6.708070161128707465e-01
1.212121212121212155e+00,7.024346007090952471e-01
1.313131313131313149e+00,7.310235238668406632e-01
1.414141414141414144e+00,7.568657374645941793e-01
1.515151515151515138e+00,7.802251300454776661e-01
1.616161616161616132e+00,8.013402431495436629e-01
1.717171717171717127e+00,8.204266993678885900e-01
1.818181818181818121e+00,8.376794065839107128e-01
1.919191919191919116e+00,8.532745388165121625e-01
2.020202020202020332e+00,8.673713519953987205e-01
2.121212121212121104e+00,8.801137968538498280e-01
2.222222222222222321e+00,8.916319974863254894e-01
2.323232323232323093e+00,9.020435754473367096e-01
2.424242424242424310e+00,9.114548475369828040e-01
2.525252525252525082e+00,9.199619218191144032e-01
2.626262626262626299e+00,9.276516702355228627e-01
2.727272727272727071e+00,9.346026162555133299e-01
2.828282828282828287e+00,9.408857431319846976e-01
2.929292929292929060e+00,9.465652138538206417e-01
3.030303030303030276e+00,9.516990221458778709e-01
3.131313131313131048e+00,9.563395858578362940e-01
3.232323232323232265e+00,9.605343030499204904e-01
3.333333333333333481e+00,9.643260096017035599e-01
3.434343434343434254e+00,9.677534259602862399e-01
3.535353535353535470e+00,9.708515515945103092e-01
3.636363636363636243e+00,9.736520211219039656e-01
3.737373737373737459e+00,9.761834312623089982e-01
3.838383838383838231e+00,9.784716338682906134e-01
3.939393939393939448e+00,9.805399959410314725e-01
4.040404040404040664e+00,9.824096375924776803e-01
4.141414141414140992e+00,9.840996504859851335e-01
4.242424242424242209e+00,9.856272936715174682e-01
4.343434343434343425e+00,9.870081667162292627e-01
4.444444444444444642e+00,9.882563713456502530e-01
4.545454545454544970e+00,9.893846535335257819e-01
4.646464646464646187e+00,9.904045346224302770e-01
4.747474747474747403e+00,9.913264290357455266e-01
4.848484848484848619e+00,9.921597517896075802e-01
4.949494949494949836e+00,9.929130122481677478e-01
5.050505050505050164e+00,9.935939023729408737e-01
5.151515151515151381e+00,9.942093747831756145e-01
5.252525252525252597e+00,9.947657152703465178e-01
5.353535353535353813e+00,9.952686049546449754e-01
5.454545454545454142e+00,9.957231790818575901e-01
5.555555555555555358e+00,9.961340802145686180e-01
5.656565656565656575e+00,9.965055038234882367e-01
5.757575757575757791e+00,9.968412416695523470e-01
5.858585858585858119e+00,9.971447236443972129e-01
5.959595959595959336e+00,9.974190474223723069e-01
6.060606060606060552e+00,9.976670158516518505e-01
6.161616161616161769e+00,9.978911599166506718e-01
6.262626262626262097e+00,9.980937694690558137e-01
6.363636363636363313e+00,9.982769128247660495e-01
6.464646464646464530e+00,9.984424604541396464e-01
6.565656565656565746e+00,9.985921029694450057e-01
6.666666666666666963e+00,9.987273685523055944e-01
6.767676767676767291e+00,9.988496389731864600e-01
6.868686868686868507e+00,9.989601612002519948e-01
6.969696969696969724e+00,9.990600650830412377e-01
7.070707070707070940e+00,9.991503704409638864e-01
7.171717171717171269e+00,9.992319994709002451e-01
7.272727272727272485e+00,9.993057862684426862e-01
7.373737373737373701e+00,9.993724835564682385e-01
7.474747474747474918e+00,9.994327731402633530e-01
7.575757575757575246e+00,9.994872701966873718e-01
7.676767676767676463e+00,9.995365312315190875e-01
7.777777777777777679e+00,9.995810596156788908e-01
7.878787878787878896e+00,9.996213097017446758e-01
7.979797979797979224e+00,9.996576929270264422e-01
8.080808080808081328e+00,9.996905805983256066e-01
8.181818181818181657e+00,9.997203083563689363e-01
8.282828282828281985e+00,9.997471801506736533e-01
8.383838383838384090e+00,9.997714701760475053e-01
8.484848484848484418e+00,9.997934270011855640e-01
8.585858585858586522e+00,9.998132742732723788e-01
8.686868686868686851e+00,9.998312138710667707e-01
8.787878787878787179e+00,9.998474294368085991e-01
8.888888888888889284e+00,9.998620870315902964e-01
8.989898989898989612e+00,9.998753367245836188e-01
9.090909090909089940e+00,9.998873129099915547e-01
9.191919191919192045e+00,9.998981387406564725e-01
9.292929292929292373e+00,9.999079253567420000e-01
9.393939393939394478e+00,9.999167713716042849e-01
9.494949494949494806e+00,9.999247675770184252e-01
9.595959595959595134e+00,9.999319958441850176e-01
9.696969696969697239e+00,9.999385291927535002e-01
9.797979797979797567e+00,9.999444349093029594e-01
9.898989898989899672e+00,9.999497735131813725e-01
1.000000000000000000e+01,9.999545989039334559e-01
